Created Date,handle,¡Hola! ¿Tienes alguna inquietud o duda que te dificulte comprar?,"Cuéntanos, ¿cuál es?",ipAddress
08/16/2024 06:10pm,vestido-nube,No,,203.0.113.14
08/17/2024 04:07pm,set-dinosaurio,No,,203.0.113.35
08/26/2024 09:12pm,pijama-azul,No,,203.0.113.48
08/02/2024 07:03pm,set-dinosaurio,No,,203.0.113.143
08/17/2024 12:48pm,sudadera-luna,Sí,Se puede meter a la secadora?,203.0.113.35
08/12/2024 11:21pm,pijama-estrellas,No,,203.0.113.180
08/03/2024 09:43pm,pijama-estrellas,No,,203.0.113.106
08/25/2024 01:03pm,pijama-estrellas,No,,203.0.113.204
08/29/2024 02:11pm,vestido-nube,No,,203.0.113.93
08/13/2024 03:54pm,pijama-azul,No,,203.0.113.104
08/19/2024 01:34pm,pijama-estrellas,No,,203.0.113.119
08/09/2024 01:57pm,vestido-nube,No,,203.0.113.226
08/26/2024 04:27pm,sudadera-luna,Sí,Está caro,203.0.113.215
08/17/2024 07:40pm,set-dinosaurio,No,,203.0.113.44
08/03/2024 10:18pm,set-dinosaurio,Sí,,203.0.113.233
08/24/2024 03:13pm,pijama-estrellas,No,,203.0.113.91
08/07/2024 05:37pm,set-dinosaurio,No,,203.0.113.107
08/20/2024 04:38pm,pijama-azul,No,,203.0.113.103
08/28/2024 12:57pm,set-dinosaurio,No,,203.0.113.214
08/03/2024 12:04pm,vestido-nube,No,,203.0.113.52
08/20/2024 04:56pm,pijama-estrellas,No,,203.0.113.44
08/20/2024 03:55pm,pijama-estrellas,No,,203.0.113.147
08/21/2024 01:28pm,set-dinosaurio,No,,203.0.113.63
08/16/2024 11:22pm,pijama-estrellas,Sí,"Si no le queda, ¿lo puedo cambiar?.",203.0.113.193
08/22/2024 06:46pm,pijama-estrellas,No,,203.0.113.164
08/03/2024 10:29pm,pijama-estrellas,No,,203.0.113.180
08/23/2024 10:30pm,set-dinosaurio,No,,203.0.113.148
08/03/2024 12:45pm,pijama-azul,No,,203.0.113.83
08/26/2024 02:01pm,vestido-nube,No,,203.0.113.82
08/19/2024 06:40pm,vestido-nube,No,,203.0.113.234
08/28/2024 02:00pm,vestido-nube,Sí,las tallas vienen chicas?,203.0.113.26
08/28/2024 01:58pm,pijama-estrellas,No,,203.0.113.94
08/05/2024 08:46pm,vestido-nube,Sí,¿Tienen meses sin intereses?,203.0.113.230
08/29/2024 01:29pm,sudadera-luna,No,,203.0.113.46
08/01/2024 08:01pm,sudadera-luna,No,,203.0.113.134
08/21/2024 01:45pm,pijama-estrellas,No,,203.0.113.125
08/27/2024 05:54pm,vestido-nube,Sí,¿Van a resurtir?,203.0.113.99
08/30/2024 06:35pm,vestido-nube,No,,203.0.113.123
08/02/2024 08:38pm,sudadera-luna,No,,203.0.113.222
08/31/2024 08:26pm,pijama-estrellas,No,,203.0.113.32
08/07/2024 11:07pm,set-dinosaurio,No,,203.0.113.150
08/19/2024 01:31pm,pijama-azul,No,,203.0.113.83
08/15/2024 10:03pm,pijama-estrellas,Sí,que talla le queda a un nino de 4 anos,203.0.113.19
08/25/2024 05:42pm,sudadera-luna,No,,203.0.113.218
08/23/2024 08:29pm,set-dinosaurio,No,,203.0.113.77
08/13/2024 05:08pm,pijama-estrellas,No,,203.0.113.199
08/09/2024 06:49pm,vestido-nube,No,,203.0.113.220
08/30/2024 03:03pm,sudadera-luna,No,,203.0.113.253
08/06/2024 10:02pm,sudadera-luna,No,,203.0.113.156
08/10/2024 06:48pm,set-dinosaurio,No,,203.0.113.178
08/18/2024 04:50pm,sudadera-luna,Sí,"Si no le queda, ¿lo puedo cambiar?",203.0.113.80
08/05/2024 12:55pm,sudadera-luna,No,,203.0.113.135
08/27/2024 02:10pm,pijama-azul,No,,203.0.113.163
08/08/2024 11:56pm,set-dinosaurio,No,,203.0.113.35
08/20/2024 01:46pm,sudadera-luna,No,,203.0.113.83
08/27/2024 12:35pm,vestido-nube,No,,203.0.113.249
08/24/2024 12:52pm,set-dinosaurio,Sí,si la talla viene correcta,203.0.113.96
08/03/2024 06:24pm,set-dinosaurio,No,,203.0.113.18
08/23/2024 05:32pm,pijama-estrellas,No,,203.0.113.52
08/31/2024 08:06pm,sudadera-luna,No,,203.0.113.71
08/17/2024 08:32pm,set-dinosaurio,No,,203.0.113.135
08/24/2024 12:10pm,pijama-estrellas,No,,203.0.113.180
08/17/2024 01:51pm,pijama-estrellas,No,,203.0.113.32
08/18/2024 04:20pm,pijama-estrellas,No,,203.0.113.137
08/09/2024 06:50pm,pijama-estrellas,No,,203.0.113.245
08/31/2024 07:12pm,set-dinosaurio,No,,203.0.113.55
08/03/2024 03:11pm,pijama-estrellas,No,,203.0.113.248
08/11/2024 12:51pm,pijama-estrellas,No,,203.0.113.64
08/02/2024 04:15pm,pijama-estrellas,No,,203.0.113.88
08/09/2024 12:36pm,pijama-azul,Sí,Puedo pagar con PayPal?,203.0.113.53
08/27/2024 01:43pm,pijama-azul,No,,203.0.113.197
08/05/2024 11:35pm,set-dinosaurio,No,,203.0.113.133
08/21/2024 11:43pm,set-dinosaurio,No,,203.0.113.85
08/11/2024 02:44pm,pijama-estrellas,Sí,¿cuando tendran otra vez el modelo de estrellas?,203.0.113.40
08/07/2024 08:56pm,vestido-nube,No,,203.0.113.10
08/05/2024 11:28pm,vestido-nube,Sí,que talla le queda a un nino de 4 anos.,203.0.113.134
08/06/2024 05:47pm,vestido-nube,No,,203.0.113.159
08/01/2024 05:40pm,pijama-estrellas,Sí,Hola.,203.0.113.253
08/14/2024 08:23pm,pijama-estrellas,No,,203.0.113.212
08/16/2024 06:26pm,sudadera-luna,No,,203.0.113.200
08/04/2024 04:41pm,pijama-estrellas,No,,203.0.113.161
08/19/2024 07:08pm,pijama-azul,No,,203.0.113.76
